================================================================================
Spectrum 165
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 980.9572
Precursor charge: 2+
Ground truth: YPIEHGIITNWDDMEK
Ground truth (normalized): YPIEHGIITNWDDMEK

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 731
Used for reranking: 731

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 731 (73.1%)
Database matches: 696 (69.6%)
Prosit predictions: 7 (0.7%)
Failed: 28 (2.8%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✓
Rank in beam search: 1/1000
Rank by similarity: 1/1000
Similarity: 0.9509
Source: Database
Passed mass check: ✓

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
19    YPLEHGLLTNWDDMEK         0.9509      Database    -5.4936     1959.9037   ✓       ✓
20    YPLEHGLLTNWDDMEK         0.9509      Database    -5.5274     1959.9037   ✓       ✓
21    YPLEHGLLTNWDDMEK         0.9509      Database    -5.5313     1959.9037   ✓       ✓
22    YPLEHGLLTNWDDMEK         0.9509      Database    -5.6875     1959.9037   ✓       ✓
23    YPLEHGLLTNWDDMEK         0.9509      Database    -5.6914     1959.9037   ✓       ✓
24    YPLEHGLLTNWDDMEK         0.9509      Database    -5.8588     1959.9037   ✓       ✓
25    YPLEHGLLTNWDDMEK         0.9509      Database    -5.8627     1959.9037   ✓       ✓
26    YPLEHGLLTNWDDMEK         0.9509      Database    -5.9105     1959.9037   ✓       ✓
27    YPLEHGLLTNWDDMEK         0.9509      Database    -5.9144     1959.9037   ✓       ✓
28    YPLEHGLLTNWDDMEK         0.9509      Database    -6.0817     1959.9037   ✓       ✓
29    YPLEHGLLTNWDDMEK         0.9509      Database    -6.1885     1959.9037   ✓       ✓
30    YPLEHGLLTNWDDMEK         0.9509      Database    -6.3787     1959.9037   ✓       ✓
31    YPLEHGLLTNWDDMEK         0.9509      Database    -6.5388     1959.9037   ✓       ✓
32    YPLEHGLLTNWDDMEK         0.9509      Database    -6.7101     1959.9037   ✓       ✓
33    YPLEHGLLTNWDDMEK         0.9509      Database    -6.7617     1959.9037   ✓       ✓
34    YPLEHGLLTNWDDMEK         0.9509      Database    -6.7766     1959.9037   ✓       ✓
35    YPLEHGLLTNWDDMEK         0.9509      Database    -6.9583     1959.9037   ✓       ✓
36    YPLEHGLLTNWDDMEK         0.9509      Database    -7.0359     1959.9037   ✓       ✓
37    YPLEHGLLTNWDDMEK         0.9509      Database    -7.0398     1959.9037   ✓       ✓
38    YPLEHGLLTNWDDMEK         0.9509      Database    -7.0736     1959.9037   ✓       ✓
39    YPLEHGLLTNWDDMEK         0.9509      Database    -7.1787     1959.9037   ✓       ✓
40    YPLEHGLLTNWDDMEK         0.9509      Database    -7.2337     1959.9037   ✓       ✓
41    YPLEHGLLTNWDDMEK         0.9509      Database    -7.4049     1959.9037   ✓       ✓
42    YPLEHGLLTNWDDMEK         0.9509      Database    -7.4566     1959.9037   ✓       ✓
43    YPLEHGLLTNWDDMEK         0.9509      Database    -7.4757     1959.9037   ✓       ✓
44    YPLEHGLLTNWDDMEK         0.9509      Database    -7.5588     1959.9037   ✓       ✓
45    YPLEHGLLTNWDDMEK         0.9509      Database    -7.6240     1959.9037   ✓       ✓
46    YPLEHGLLTNWDDMEK         0.9509      Database    -7.6278     1959.9037   ✓       ✓
47    YPLEHGLLTNWDDMEK         0.9509      Database    -7.6358     1959.9037   ✓       ✓
48    YPLEHGLLTNWDDMEK         0.9509      Database    -7.8057     1959.9037   ✓       ✓
49    YPLEHGLLTNWDDMEK         0.9509      Database    -7.8070     1959.9037   ✓       ✓
50    YPLEHGLLTNWDDMEK         0.9509      Database    -7.8096     1959.9037   ✓       ✓
51    YPLEHGLLTNWDDMEK         0.9509      Database    -7.8587     1959.9037   ✓       ✓
52    YPLEHGLLTNWDDMEK         0.9509      Database    -7.8872     1959.9037   ✓       ✓
53    YPLEHGLLTNWDDMEK         0.9509      Database    -7.9210     1959.9037   ✓       ✓
54    YPLEHGLLTNWDDMEK         0.9509      Database    -7.9248     1959.9037   ✓       ✓
55    YPLEHGLLTNWDDMEK         0.9509      Database    -8.0261     1959.9037   ✓       ✓
56    YPLEHGLLTNWDDMEK         0.9509      Database    -8.0299     1959.9037   ✓       ✓
57    YPLEHGLLTNWDDMEK         0.9509      Database    -8.0393     1959.9037   ✓       ✓
58    YPLEHGLLTNWDDMEK         0.9509      Database    -8.0810     1959.9037   ✓       ✓
59    YPLEHGLLTNWDDMEK         0.9509      Database    -8.0849     1959.9037   ✓       ✓
60    YPLEHGLLTNWDDMEK         0.9509      Database    -8.2238     1959.9037   ✓       ✓
61    YPLEHGLLTNWDDMEK         0.9509      Database    -8.2523     1959.9037   ✓       ✓
62    YPLEHGLLTNWDDMEK         0.9509      Database    -8.2562     1959.9037   ✓       ✓
63    YPLEHGLLTNWDDMEK         0.9509      Database    -8.3040     1959.9037   ✓       ✓
64    YPLEHGLLTNWDDMEK         0.9509      Database    -8.3079     1959.9037   ✓       ✓
65    YPLEHGLLTNWDDMEK         0.9509      Database    -8.3231     1959.9037   ✓       ✓
66    YPLEHGLLTNWDDMEK         0.9509      Database    -8.3269     1959.9037   ✓       ✓
67    YPLEHGLLTNWDDMEK         0.9509      Database    -8.3589     1959.9037   ✓       ✓
68    YPLEHGLLTNWDDMEK         0.9509      Database    -8.3951     1959.9037   ✓       ✓
69    YPLEHGLLTNWDDMEK         0.9509      Database    -8.4062     1959.9037   ✓       ✓
70    YPLEHGLLTNWDDMEK         0.9509      Database    -8.4100     1959.9037   ✓       ✓
71    YPLEHGLLTNWDDMEK         0.9509      Database    -8.4468     1959.9037   ✓       ✓
72    YPLEHGLLTNWDDMEK         0.9509      Database    -8.4752     1959.9037   ✓       ✓
73    YPLEHGLLTNWDDMEK         0.9509      Database    -8.4831     1959.9037   ✓       ✓
74    YPLEHGLLTNWDDMEK         0.9509      Database    -8.4870     1959.9037   ✓       ✓
75    YPLEHGLLTNWDDMEK         0.9509      Database    -8.5208     1959.9037   ✓       ✓
76    YPLEHGLLTNWDDMEK         0.9509      Database    -8.6544     1959.9037   ✓       ✓
77    YPLEHGLLTNWDDMEK         0.9509      Database    -8.6570     1959.9037   ✓       ✓
78    YPLEHGLLTNWDDMEK         0.9509      Database    -8.6583     1959.9037   ✓       ✓
79    YPLEHGLLTNWDDMEK         0.9509      Database    -8.6921     1959.9037   ✓       ✓
80    YPLEHGLLTNWDDMEK         0.9509      Database    -8.7061     1959.9037   ✓       ✓
81    YPLEHGLLTNWDDMEK         0.9509      Database    -8.7100     1959.9037   ✓       ✓
82    YPLEHGLLTNWDDMEK         0.9509      Database    -8.7438     1959.9037   ✓       ✓
83    YPLEHGLLTNWDDMEK         0.9509      Database    -8.7722     1959.9037   ✓       ✓
84    YPLEHGLLTNWDDMEK         0.9509      Database    -8.8522     1959.9037   ✓       ✓
85    YPLEHGLLTNWDDMEK         0.9509      Database    -8.8773     1959.9037   ✓       ✓
86    YPLEHGLLTNWDDMEK         0.9509      Database    -8.8899     1959.9037   ✓       ✓
87    YPLEHGLLTNWDDMEK         0.9509      Database    -8.8906     1959.9037   ✓       ✓
88    YPLEHGLLTNWDDMEK         0.9509      Database    -8.9039     1959.9037   ✓       ✓
89    YPLEHGLLTNWDDMEK         0.9509      Database    -8.9323     1959.9037   ✓       ✓
90    YPLEHGLLTNWDDMEK         0.9509      Database    -9.0712     1959.9037   ✓       ✓
91    YPLEHGLLTNWDDMEK         0.9509      Database    -9.0751     1959.9037   ✓       ✓
92    YPLEHGLLTNWDDMEK         0.9509      Database    -9.0751     1959.9037   ✓       ✓
93    YPLEHGLLTNWDDMEK         0.9509      Database    -9.1036     1959.9037   ✓       ✓
94    YPLEHGLLTNWDDMEK         0.9509      Database    -9.1553     1959.9037   ✓       ✓
95    YPLEHGLLTNWDDMEK         0.9509      Database    -9.1743     1959.9037   ✓       ✓
96    YPLEHGLLTNWDDMEK         0.9509      Database    -9.2063     1959.9037   ✓       ✓
97    YPLEHGLLTNWDDMEK         0.9509      Database    -9.2102     1959.9037   ✓       ✓
98    YPLEHGLLTNWDDMEK         0.9509      Database    -9.2425     1959.9037   ✓       ✓
99    YPLEHGLLTNWDDMEK         0.9509      Database    -9.2464     1959.9037   ✓       ✓
100   YPLEHGLLTNWDDMEK         0.9509      Database    -9.2574     1959.9037   ✓       ✓
101   YPLEHGLLTNWDDMEK         0.9509      Database    -9.2845     1959.9037   ✓       ✓
102   YPLEHGLLTNWDDMEK         0.9509      Database    -9.2942     1959.9037   ✓       ✓
103   YPLEHGLLTNWDDMEK         0.9509      Database    -9.2980     1959.9037   ✓       ✓
104   YPLEHGLLTNWDDMEK         0.9509      Database    -9.3344     1959.9037   ✓       ✓
105   YPLEHGLLTNWDDMEK         0.9509      Database    -9.3682     1959.9037   ✓       ✓
106   YPLEHGLLTNWDDMEK         0.9509      Database    -9.3721     1959.9037   ✓       ✓
107   YPLEHGLLTNWDDMEK         0.9509      Database    -9.5057     1959.9037   ✓       ✓
108   YPLEHGLLTNWDDMEK         0.9509      Database    -9.5395     1959.9037   ✓       ✓
109   YPLEHGLLTNWDDMEK         0.9509      Database    -9.5434     1959.9037   ✓       ✓
110   YPLEHGLLTNWDDMEK         0.9509      Database    -9.5574     1959.9037   ✓       ✓
111   YPLEHGLLTNWDDMEK         0.9509      Database    -9.5722     1959.9037   ✓       ✓
112   YPLEHGLLTNWDDMEK         0.9509      Database    -9.5912     1959.9037   ✓       ✓
113   YPLEHGLLTNWDDMEK         0.9509      Database    -9.5950     1959.9037   ✓       ✓
114   YPLEHGLLTNWDDMEK         0.9509      Database    -9.6996     1959.9037   ✓       ✓
115   YPLEHGLLTNWDDMEK         0.9509      Database    -9.7034     1959.9037   ✓       ✓
116   YPLEHGLLTNWDDMEK         0.9509      Database    -9.7373     1959.9037   ✓       ✓
117   YPLEHGLLTNWDDMEK         0.9509      Database    -9.7412     1959.9037   ✓       ✓
118   YPLEHGLLTNWDDMEK         0.9509      Database    -9.7512     1959.9037   ✓       ✓
119   YPLEHGLLTNWDDMEK         0.9509      Database    -9.7551     1959.9037   ✓       ✓
120   YPLEHGLLTNWDDMEK         0.9509      Database    -9.8692     1959.9037   ✓       ✓
121   YPLEHGLLTNWDDMEK         0.9509      Database    -9.9225     1959.9037   ✓       ✓
122   YPLEHGLLTNWDDMEK         0.9509      Database    -9.9225     1959.9037   ✓       ✓
123   YPLEHGLLTNWDDMEK         0.9509      Database    -9.9264     1959.9037   ✓       ✓
124   YPLEHGLLTNWDDMEK         0.9509      Database    -9.9523     1959.9037   ✓       ✓
125   YPLEHGLLTNWDDMEK         0.9509      Database    -10.0293    1959.9037   ✓       ✓
126   YPLEHGLLTNWDDMEK         0.9509      Database    -10.0576    1959.9037   ✓       ✓
127   YPLEHGLLTNWDDMEK         0.9509      Database    -10.0938    1959.9037   ✓       ✓
128   YPLEHGLLTNWDDMEK         0.9509      Database    -10.1319    1959.9037   ✓       ✓
129   YPLEHGLLTNWDDMEK         0.9509      Database    -10.1357    1959.9037   ✓       ✓
130   YPLEHGLLTNWDDMEK         0.9509      Database    -10.1454    1959.9037   ✓       ✓
131   YPLEHGLLTNWDDMEK         0.9509      Database    -10.2005    1959.9037   ✓       ✓
132   YPLEHGLLTNWDDMEK         0.9509      Database    -10.2195    1959.9037   ✓       ✓
133   YPLEHGLLTNWDDMEK         0.9509      Database    -10.2522    1959.9037   ✓       ✓
134   YPLEHGLLTNWDDMEK         0.9509      Database    -10.3420    1959.9037   ✓       ✓
135   YPLEHGLLTNWDDMEK         0.9509      Database    -10.3544    1959.9037   ✓       ✓
136   YPLEHGLLTNWDDMEK         0.9509      Database    -10.3907    1959.9037   ✓       ✓
137   YPLEHGLLTNWDDMEK         0.9509      Database    -10.4196    1959.9037   ✓       ✓
138   YPLEHGLLTNWDDMEK         0.9509      Database    -10.4235    1959.9037   ✓       ✓
139   YPLEHGLLTNWDDMEK         0.9509      Database    -10.4329    1959.9037   ✓       ✓
140   YPLEHGLLTNWDDMEK         0.9509      Database    -10.4424    1959.9037   ✓       ✓
141   YPLEHGLLTNWDDMEK         0.9509      Database    -10.5508    1959.9037   ✓       ✓
142   YPLEHGLLTNWDDMEK         0.9509      Database    -10.5885    1959.9037   ✓       ✓
143   YPLEHGLLTNWDDMEK         0.9509      Database    -10.6025    1959.9037   ✓       ✓
144   YPLEHGLLTNWDDMEK         0.9509      Database    -10.6174    1959.9037   ✓       ✓
145   YPLEHGLLTNWDDMEK         0.9509      Database    -10.6327    1959.9037   ✓       ✓
146   YPLEHGLLTNWDDMEK         0.9509      Database    -10.6390    1959.9037   ✓       ✓
147   YPLEHGLLTNWDDMEK         0.9509      Database    -10.7166    1959.9037   ✓       ✓
148   YPLEHGLLTNWDDMEK         0.9509      Database    -10.7204    1959.9037   ✓       ✓
149   YPLEHGLLTNWDDMEK         0.9509      Database    -10.7246    1959.9037   ✓       ✓
150   YPLEHGLLTNWDDMEK         0.9509      Database    -10.7524    1959.9037   ✓       ✓
151   YPLEHGLLTNWDDMEK         0.9509      Database    -10.7738    1959.9037   ✓       ✓
152   YPLEHGLLTNWDDMEK         0.9509      Database    -10.7886    1959.9037   ✓       ✓
153   YPLEHGLLTNWDDMEK         0.9509      Database    -10.7991    1959.9037   ✓       ✓
154   YPLEHGLLTNWDDMEK         0.9509      Database    -10.7997    1959.9037   ✓       ✓
155   YPLEHGLLTNWDDMEK         0.9509      Database    -10.8036    1959.9037   ✓       ✓
156   YPLEHGLLTNWDDMEK         0.9509      Database    -10.8350    1959.9037   ✓       ✓
157   YPLEHGLLTNWDDMEK         0.9509      Database    -10.8403    1959.9037   ✓       ✓
158   YPLEHGLLTNWDDMEK         0.9509      Database    -10.8767    1959.9037   ✓       ✓
159   YPLEHGLLTNWDDMEK         0.9509      Database    -10.8805    1959.9037   ✓       ✓
160   YPLEHGLLTNWDDMEK         0.9509      Database    -10.9143    1959.9037   ✓       ✓
161   YPLEHGLLTNWDDMEK         0.9509      Database    -10.9425    1959.9037   ✓       ✓
162   YPLEHGLLTNWDDMEK         0.9509      Database    -10.9703    1959.9037   ✓       ✓
163   YPLEHGLLTNWDDMEK         0.9509      Database    -10.9831    1959.9037   ✓       ✓
164   YPLEHGLLTNWDDMEK         0.9509      Database    -11.0195    1959.9037   ✓       ✓
165   YPLEHGLLTNWDDMEK         0.9509      Database    -11.0220    1959.9037   ✓       ✓
166   YPLEHGLLTNWDDMEK         0.9509      Database    -11.0479    1959.9037   ✓       ✓
167   YPLEHGLLTNWDDMEK         0.9509      Database    -11.0518    1959.9037   ✓       ✓
168   YPLEHGLLTNWDDMEK         0.9509      Database    -11.0856    1959.9037   ✓       ✓
169   YPLEHGLLTNWDDMEK         0.9509      Database    -11.0996    1959.9037   ✓       ✓
170   YPLEHGLLTNWDDMEK         0.9509      Database    -11.1035    1959.9037   ✓       ✓
171   YPLEHGLLTNWDDMEK         0.9509      Database    -11.1373    1959.9037   ✓       ✓
172   YPLEHGLLTNWDDMEK         0.9509      Database    -11.1545    1959.9037   ✓       ✓
173   YPLEHGLLTNWDDMEK         0.9509      Database    -11.1894    1959.9037   ✓       ✓
174   YPLEHGLLTNWDDMEK         0.9509      Database    -11.1907    1959.9037   ✓       ✓
175   YPLEHGLLTNWDDMEK         0.9509      Database    -11.1933    1959.9037   ✓       ✓
176   YPLEHGLLTNWDDMEK         0.9509      Database    -11.2018    1959.9037   ✓       ✓
177   YPLEHGLLTNWDDMEK         0.9509      Database    -11.2057    1959.9037   ✓       ✓
178   YPLEHGLLTNWDDMEK         0.9509      Database    -11.2395    1959.9037   ✓       ✓
179   YPLEHGLLTNWDDMEK         0.9509      Database    -11.2424    1959.9037   ✓       ✓
180   YPLEHGLLTNWDDMEK         0.9509      Database    -11.2457    1959.9037   ✓       ✓
181   YPLEHGLLTNWDDMEK         0.9509      Database    -11.2709    1959.9037   ✓       ✓
182   YPLEHGLLTNWDDMEK         0.9509      Database    -11.2834    1959.9037   ✓       ✓
183   YPLEHGLLTNWDDMEK         0.9509      Database    -11.2841    1959.9037   ✓       ✓
184   YPLEHGLLTNWDDMEK         0.9509      Database    -11.2974    1959.9037   ✓       ✓
185   YPLEHGLLTNWDDMEK         0.9509      Database    -11.3164    1959.9037   ✓       ✓
186   YPLEHGLLTNWDDMEK         0.9509      Database    -11.3995    1959.9037   ✓       ✓
187   YPLEHGLLTNWDDMEK         0.9509      Database    -11.4230    1959.9037   ✓       ✓
188   YPLEHGLLTNWDDMEK         0.9509      Database    -11.4647    1959.9037   ✓       ✓
189   YPLEHGLLTNWDDMEK         0.9509      Database    -11.4686    1959.9037   ✓       ✓
190   YPLEHGLLTNWDDMEK         0.9509      Database    -11.4686    1959.9037   ✓       ✓
191   YPLEHGLLTNWDDMEK         0.9509      Database    -11.4801    1959.9037   ✓       ✓
192   YPLEHGLLTNWDDMEK         0.9509      Database    -11.4840    1959.9037   ✓       ✓
193   YPLEHGLLTNWDDMEK         0.9509      Database    -11.4864    1959.9037   ✓       ✓
194   YPLEHGLLTNWDDMEK         0.9509      Database    -11.4877    1959.9037   ✓       ✓
195   YPLEHGLLTNWDDMEK         0.9509      Database    -11.4902    1959.9037   ✓       ✓
196   YPLEHGLLTNWDDMEK         0.9509      Database    -11.5394    1959.9037   ✓       ✓
197   YPLEHGLLTNWDDMEK         0.9509      Database    -11.5678    1959.9037   ✓       ✓
198   YPLEHGLLTNWDDMEK         0.9509      Database    -11.5708    1959.9037   ✓       ✓
199   YPLEHGLLTNWDDMEK         0.9509      Database    -11.5720    1959.9037   ✓       ✓
200   YPLEHGLLTNWDDMEK         0.9509      Database    -11.5998    1959.9037   ✓       ✓
201   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6037    1959.9037   ✓       ✓
202   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6225    1959.9037   ✓       ✓
203   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6360    1959.9037   ✓       ✓
204   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6399    1959.9037   ✓       ✓
205   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6465    1959.9037   ✓       ✓
206   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6478    1959.9037   ✓       ✓
207   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6503    1959.9037   ✓       ✓
208   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6509    1959.9037   ✓       ✓
209   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6780    1959.9037   ✓       ✓
210   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6855    1959.9037   ✓       ✓
211   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6862    1959.9037   ✓       ✓
212   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6877    1959.9037   ✓       ✓
213   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6916    1959.9037   ✓       ✓
214   YPLEHGLLTNWDDMEK         0.9509      Database    -11.6995    1959.9037   ✓       ✓
215   YPLEHGLLTNWDDMEK         0.9509      Database    -11.7200    1959.9037   ✓       ✓
216   YPLEHGLLTNWDDMEK         0.9509      Database    -11.7279    1959.9037   ✓       ✓
217   YPLEHGLLTNWDDMEK         0.9509      Database    -11.7426    1959.9037   ✓       ✓
218   YPLEHGLLTNWDDMEK         0.9509      Database    -11.7617    1959.9037   ✓       ✓
219   YPLEHGLLTNWDDMEK         0.9509      Database    -11.7656    1959.9037   ✓       ✓
220   YPLEHGLLTNWDDMEK         0.9509      Database    -11.7899    1959.9037   ✓       ✓
221   YPLEHGLLTNWDDMEK         0.9509      Database    -11.7937    1959.9037   ✓       ✓
222   YPLEHGLLTNWDDMEK         0.9509      Database    -11.8177    1959.9037   ✓       ✓
223   YPLEHGLLTNWDDMEK         0.9509      Database    -11.8216    1959.9037   ✓       ✓
224   YPLEHGLLTNWDDMEK         0.9509      Database    -11.8528    1959.9037   ✓       ✓
225   YPLEHGLLTNWDDMEK         0.9509      Database    -11.8668    1959.9037   ✓       ✓
226   YPLEHGLLTNWDDMEK         0.9509      Database    -11.8694    1959.9037   ✓       ✓
227   YPLEHGLLTNWDDMEK         0.9509      Database    -11.8707    1959.9037   ✓       ✓
228   YPLEHGLLTNWDDMEK         0.9509      Database    -11.8708    1959.9037   ✓       ✓
229   YPLEHGLLTNWDDMEK         0.9509      Database    -11.8733    1959.9037   ✓       ✓
230   YPLEHGLLTNWDDMEK         0.9509      Database    -11.8801    1959.9037   ✓       ✓
231   YPLEHGLLTNWDDMEK         0.9509      Database    -11.8992    1959.9037   ✓       ✓
232   YPLEHGLLTNWDDMEK         0.9509      Database    -11.9330    1959.9037   ✓       ✓
233   YPLEHGLLTNWDDMEK         0.9509      Database    -11.9369    1959.9037   ✓       ✓
234   YPLEHGLLTNWDDMEK         0.9509      Database    -11.9509    1959.9037   ✓       ✓
235   YPLEHGLLTNWDDMEK         0.9509      Database    -11.9847    1959.9037   ✓       ✓
236   YPLEHGLLTNWDDMEK         0.9509      Database    -11.9885    1959.9037   ✓       ✓
237   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0019    1959.9037   ✓       ✓
238   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0058    1959.9037   ✓       ✓
239   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0381    1959.9037   ✓       ✓
240   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0396    1959.9037   ✓       ✓
241   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0406    1959.9037   ✓       ✓
242   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0420    1959.9037   ✓       ✓
243   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0514    1959.9037   ✓       ✓
244   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0531    1959.9037   ✓       ✓
245   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0801    1959.9037   ✓       ✓
246   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0869    1959.9037   ✓       ✓
247   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0898    1959.9037   ✓       ✓
248   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0907    1959.9037   ✓       ✓
249   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0931    1959.9037   ✓       ✓
250   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0937    1959.9037   ✓       ✓
251   YPLEHGLLTNWDDMEK         0.9509      Database    -12.0970    1959.9037   ✓       ✓
252   YPLEHGLLTNWDDMEK         0.9509      Database    -12.1031    1959.9037   ✓       ✓
253   YPLEHGLLTNWDDMEK         0.9509      Database    -12.1308    1959.9037   ✓       ✓
254   YPLEHGLLTNWDDMEK         0.9509      Database    -12.1347    1959.9037   ✓       ✓
255   YPLEHGLLTNWDDMEK         0.9509      Database    -12.1448    1959.9037   ✓       ✓
256   YPLEHGLLTNWDDMEK         0.9509      Database    -12.1486    1959.9037   ✓       ✓
257   YPLEHGLLTNWDDMEK         0.9509      Database    -12.1638    1959.9037   ✓       ✓
258   YPLEHGLLTNWDDMEK         0.9509      Database    -12.1677    1959.9037   ✓       ✓
259   YPLEHGLLTNWDDMEK         0.9509      Database    -12.1997    1959.9037   ✓       ✓
260   YPLEHGLLTNWDDMEK         0.9509      Database    -12.2359    1959.9037   ✓       ✓
261   YPLEHGLLTNWDDMEK         0.9509      Database    -12.2469    1959.9037   ✓       ✓
262   YPLEHGLLTNWDDMEK         0.9509      Database    -12.2508    1959.9037   ✓       ✓
263   YPLEHGLLTNWDDMEK         0.9509      Database    -12.2736    1959.9037   ✓       ✓
264   YPLEHGLLTNWDDMEK         0.9509      Database    -12.2743    1959.9037   ✓       ✓
265   YPLEHGLLTNWDDMEK         0.9509      Database    -12.2876    1959.9037   ✓       ✓
266   YPLEHGLLTNWDDMEK         0.9509      Database    -12.3160    1959.9037   ✓       ✓
267   YPLEHGLLTNWDDMEK         0.9509      Database    -12.3160    1959.9037   ✓       ✓
268   YPLEHGLLTNWDDMEK         0.9509      Database    -12.3199    1959.9037   ✓       ✓
269   YPLEHGLLTNWDDMEK         0.9509      Database    -12.3314    1959.9037   ✓       ✓
270   YPLEHGLLTNWDDMEK         0.9509      Database    -12.3351    1959.9037   ✓       ✓
271   YPLEHGLLTNWDDMEK         0.9509      Database    -12.3376    1959.9037   ✓       ✓
272   YPLEHGLLTNWDDMEK         0.9509      Database    -12.3390    1959.9037   ✓       ✓
273   YPLEHGLLTNWDDMEK         0.9509      Database    -12.3710    1959.9037   ✓       ✓
274   YPLEHGLLTNWDDMEK         0.9509      Database    -12.3868    1959.9037   ✓       ✓
275   YPLEHGLLTNWDDMEK         0.9509      Database    -12.3907    1959.9037   ✓       ✓
276   YPLEHGLLTNWDDMEK         0.9509      Database    -12.4182    1959.9037   ✓       ✓
277   YPLEHGLLTNWDDMEK         0.9509      Database    -12.4221    1959.9037   ✓       ✓
278   YPLEHGLLTNWDDMEK         0.9509      Database    -12.4226    1959.9037   ✓       ✓
