================================================================================
Spectrum 24
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 699.4117
Precursor charge: 2+
Ground truth: ISAPIGGGWVIISK
Ground truth (normalized): ISAPIGGGWVIISK

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 354
Used for reranking: 354

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 354 (35.4%)
Database matches: 353 (35.3%)
Prosit predictions: 1 (0.1%)
Failed: 0 (0.0%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✓
Rank in beam search: 1/1000
Rank by similarity: 1/1000
Similarity: 0.9600
Source: Database
Passed mass check: ✓

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
217   LSAPLGGGWVLLSK           0.9600      Database    -14.7664    1396.8078   ✓       ✓
218   LSAPLGGGWVLLSK           0.9600      Database    -14.7979    1396.8078   ✓       ✓
219   LSAPLGGGWVLLSK           0.9600      Database    -14.8046    1396.8078   ✓       ✓
220   LSAPLGGGWVLLSK           0.9600      Database    -14.8378    1396.8078   ✓       ✓
221   LSAPLGGGWVLLSK           0.9600      Database    -14.8630    1396.8078   ✓       ✓
222   LSAPLGGGWVLLSK           0.9600      Database    -14.8641    1396.8078   ✓       ✓
223   LSAPLGGGWVLLSK           0.9600      Database    -14.8692    1396.8078   ✓       ✓
224   LSAPLGGGWVLLSK           0.9600      Database    -14.9358    1396.8078   ✓       ✓
225   LSAPLGGGWVLLSK           0.9600      Database    -14.9490    1396.8078   ✓       ✓
226   LSAPLGGGWVLLSK           0.9600      Database    -14.9569    1396.8078   ✓       ✓
227   LSAPLGGGWVLLSK           0.9600      Database    -14.9589    1396.8078   ✓       ✓
228   LSAPLGGGWVLLSK           0.9600      Database    -14.9873    1396.8078   ✓       ✓
229   LSAPLGGGWVLLSK           0.9600      Database    -14.9903    1396.8078   ✓       ✓
230   LSAPLGGGWVLLSK           0.9600      Database    -14.9984    1396.8078   ✓       ✓
231   LSAPLGGGWVLLSK           0.9600      Database    -15.0138    1396.8078   ✓       ✓
232   LSAPLGGGWVLLSK           0.9600      Database    -15.0180    1396.8078   ✓       ✓
233   LSAPLGGGWVLLSK           0.9600      Database    -15.0310    1396.8078   ✓       ✓
234   LSAPLGGGWVLLSK           0.9600      Database    -15.0394    1396.8078   ✓       ✓
235   LSAPLGGGWVLLSK           0.9600      Database    -15.0569    1396.8078   ✓       ✓
236   LSAPLGGGWVLLSK           0.9600      Database    -15.0598    1396.8078   ✓       ✓
237   LSAPLGGGWVLLSK           0.9600      Database    -15.0669    1396.8078   ✓       ✓
238   LSAPLGGGWVLLSK           0.9600      Database    -15.0701    1396.8078   ✓       ✓
239   LSAPLGGGWVLLSK           0.9600      Database    -15.0764    1396.8078   ✓       ✓
240   LSAPLGGGWVLLSK           0.9600      Database    -15.0931    1396.8078   ✓       ✓
241   LSAPLGGGWVLLSK           0.9600      Database    -15.0962    1396.8078   ✓       ✓
242   LSAPLGGGWVLLSK           0.9600      Database    -15.1260    1396.8078   ✓       ✓
243   LSAPLGGGWVLLSK           0.9600      Database    -15.1405    1396.8078   ✓       ✓
244   LSAPLGGGWVLLSK           0.9600      Database    -15.1494    1396.8078   ✓       ✓
245   LSAPLGGGWVLLSK           0.9600      Database    -15.1809    1396.8078   ✓       ✓
246   LSAPLGGGWVLLSK           0.9600      Database    -15.1848    1396.8078   ✓       ✓
247   LSAPLGGGWVLLSK           0.9600      Database    -15.1849    1396.8078   ✓       ✓
248   LSAPLGGGWVLLSK           0.9600      Database    -15.1944    1396.8078   ✓       ✓
249   LSAPLGGGWVLLSK           0.9600      Database    -15.2173    1396.8078   ✓       ✓
250   LSAPLGGGWVLLSK           0.9600      Database    -15.2209    1396.8078   ✓       ✓
251   LSAPLGGGWVLLSK           0.9600      Database    -15.2243    1396.8078   ✓       ✓
252   LSAPLGGGWVLLSK           0.9600      Database    -15.2471    1396.8078   ✓       ✓
253   LSAPLGGGWVLLSK           0.9600      Database    -15.2646    1396.8078   ✓       ✓
254   LSAPLGGGWVLLSK           0.9600      Database    -15.2670    1396.8078   ✓       ✓
255   LSAPLGGGWVLLSK           0.9600      Database    -15.3170    1396.8078   ✓       ✓
256   LSAPLGGGWVLLSK           0.9600      Database    -15.3321    1396.8078   ✓       ✓
257   LSAPLGGGWVLLSK           0.9600      Database    -15.3331    1396.8078   ✓       ✓
258   LSAPLGGGWVLLSK           0.9600      Database    -15.3387    1396.8078   ✓       ✓
259   LSAPLGGGWVLLSK           0.9600      Database    -15.3400    1396.8078   ✓       ✓
260   LSAPLGGGWVLLSK           0.9600      Database    -15.3420    1396.8078   ✓       ✓
261   LSAPLGGGWVLLSK           0.9600      Database    -15.3477    1396.8078   ✓       ✓
262   LSAPLGGGWVLLSK           0.9600      Database    -15.3814    1396.8078   ✓       ✓
263   LSAPLGGGWVLLSK           0.9600      Database    -15.4141    1396.8078   ✓       ✓
264   LSAPLGGGWVLLSK           0.9600      Database    -15.4225    1396.8078   ✓       ✓
265   LSAPLGGGWVLLSK           0.9600      Database    -15.4280    1396.8078   ✓       ✓
266   LSAPLGGGWVLLSK           0.9600      Database    -15.4532    1396.8078   ✓       ✓
267   LSAPLGGGWVLLSK           0.9600      Database    -15.4579    1396.8078   ✓       ✓
268   LSAPLGGGWVLLSK           0.9600      Database    -15.4580    1396.8078   ✓       ✓
269   LSAPLGGGWVLLSK           0.9600      Database    -15.4594    1396.8078   ✓       ✓
270   LSAPLGGGWVLLSK           0.9600      Database    -15.4761    1396.8078   ✓       ✓
271   LSAPLGGGWVLLSK           0.9600      Database    -15.4793    1396.8078   ✓       ✓
272   LSAPLGGGWVLLSK           0.9600      Database    -15.4866    1396.8078   ✓       ✓
273   LSAPLGGGWVLLSK           0.9600      Database    -15.5293    1396.8078   ✓       ✓
274   LSAPLGGGWVLLSK           0.9600      Database    -15.5680    1396.8078   ✓       ✓
275   LSAPLGGGWVLLSK           0.9600      Database    -15.5774    1396.8078   ✓       ✓
276   LSAPLGGGWVLLSK           0.9600      Database    -15.5955    1396.8078   ✓       ✓
277   LSAPLGGGWVLLSK           0.9600      Database    -15.6004    1396.8078   ✓       ✓
278   LSAPLGGGWVLLSK           0.9600      Database    -15.6118    1396.8078   ✓       ✓
279   LSAPLGGGWVLLSK           0.9600      Database    -15.6216    1396.8078   ✓       ✓
280   LSAPLGGGWVLLSK           0.9600      Database    -15.6477    1396.8078   ✓       ✓
281   LSAPLGGGWVLLSK           0.9600      Database    -15.6500    1396.8078   ✓       ✓
282   LSAPLGGGWVLLSK           0.9600      Database    -15.6864    1396.8078   ✓       ✓
283   LSAPLGGGWVLLSK           0.9600      Database    -15.6904    1396.8078   ✓       ✓
284   LSAPLGGGWVLLSK           0.9600      Database    -15.7000    1396.8078   ✓       ✓
285   LSAPLGGGWVLLSK           0.9600      Database    -15.7162    1396.8078   ✓       ✓
286   LSAPLGGGWVLLSK           0.9600      Database    -15.7218    1396.8078   ✓       ✓
287   LSAPLGGGWVLLSK           0.9600      Database    -15.7298    1396.8078   ✓       ✓
288   LSAPLGGGWVLLSK           0.9600      Database    -15.7307    1396.8078   ✓       ✓
289   LSAPLGGGWVLLSK           0.9600      Database    -15.7597    1396.8078   ✓       ✓
290   LSAPLGGGWVLLSK           0.9600      Database    -15.7709    1396.8078   ✓       ✓
291   LSAPLGGGWVLLSK           0.9600      Database    -15.8024    1396.8078   ✓       ✓
