================================================================================
Spectrum 246
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 616.3303
Precursor charge: 2+
Ground truth: GIIIYGPPGC+57.021GK
Ground truth (normalized): GIIIYGPPGC+57.021GK

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 297
Used for reranking: 297

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 297 (29.7%)
Database matches: 266 (26.6%)
Prosit predictions: 27 (2.7%)
Failed: 4 (0.4%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✓
Rank in beam search: 1/1000
Rank by similarity: 1/1000
Similarity: 0.7807
Source: Database
Passed mass check: ✓

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
78    GLLLYGPPGC+57.021GK      0.7807      Database    -20.7949    1230.6431   ✓       ✓
79    GLLLYGPPGC+57.021GK      0.7807      Database    -20.8011    1230.6431   ✓       ✓
80    GLLLYGPPGC+57.021GK      0.7807      Database    -20.8613    1230.6431   ✓       ✓
81    GLLLYGPPGC+57.021GK      0.7807      Database    -21.0093    1230.6431   ✓       ✓
82    GLLLYGPPGC+57.021GK      0.7807      Database    -21.0137    1230.6431   ✓       ✓
83    GLLLYGPPGC+57.021GK      0.7807      Database    -21.0663    1230.6431   ✓       ✓
84    GLLLYGPPGC+57.021GK      0.7807      Database    -21.0797    1230.6431   ✓       ✓
85    GLLLYGPPGC+57.021GK      0.7807      Database    -21.1938    1230.6431   ✓       ✓
86    GLLLYGPPGC+57.021GK      0.7807      Database    -21.3559    1230.6431   ✓       ✓
87    GLLLYGPPGC+57.021GK      0.7807      Database    -21.4520    1230.6431   ✓       ✓
88    GLLLYGPPGC+57.021GK      0.7807      Database    -21.5218    1230.6431   ✓       ✓
89    GLLLYGPPGC+57.021GK      0.7807      Database    -21.5693    1230.6431   ✓       ✓
90    GLLLYGPPGC+57.021GK      0.7807      Database    -21.6333    1230.6431   ✓       ✓
91    GLLLYGPPGC+57.021GK      0.7807      Database    -21.6508    1230.6431   ✓       ✓
92    GLLLYGPPGC+57.021GK      0.7807      Database    -21.8673    1230.6431   ✓       ✓
93    GLLLYGPPGC+57.021GK      0.7807      Database    -21.8717    1230.6431   ✓       ✓
94    GLLLYGPPGC+57.021GK      0.7807      Database    -21.8884    1230.6431   ✓       ✓
95    GLLLYGPPGC+57.021GK      0.7807      Database    -21.9376    1230.6431   ✓       ✓
96    GLLLYGPPGC+57.021GK      0.7807      Database    -22.0264    1230.6431   ✓       ✓
97    GLLLYGPPGC+57.021GK      0.7807      Database    -22.1865    1230.6431   ✓       ✓
98    GLLLYGPPGC+57.021GK      0.7807      Database    -22.3302    1230.6431   ✓       ✓
99    GLLLYGPPGC+57.021GK      0.7807      Database    -22.3325    1230.6431   ✓       ✓
100   GLLLYGPPGC+57.021GK      0.7807      Database    -22.3455    1230.6431   ✓       ✓
101   GLLLYGPPGC+57.021GK      0.7807      Database    -22.3999    1230.6431   ✓       ✓
102   GLLLYGPPGC+57.021GK      0.7807      Database    -22.4043    1230.6431   ✓       ✓
103   GLLLYGPPGC+57.021GK      0.7807      Database    -22.4190    1230.6431   ✓       ✓
104   GLLLYGPPGC+57.021GK      0.7807      Database    -22.5011    1230.6431   ✓       ✓
105   GLLLYGPPGC+57.021GK      0.7807      Database    -22.5089    1230.6431   ✓       ✓
106   GLLLYGPPGC+57.021GK      0.7807      Database    -22.6426    1230.6431   ✓       ✓
107   GLLLYGPPGC+57.021GK      0.7807      Database    -22.7023    1230.6431   ✓       ✓
108   GLLLYGPPGC+57.021GK      0.7807      Database    -22.7232    1230.6431   ✓       ✓
109   GLLLYGPPGC+57.021GK      0.7807      Database    -22.7381    1230.6431   ✓       ✓
110   GLLLYGPPGC+57.021GK      0.7807      Database    -22.7873    1230.6431   ✓       ✓
111   GLLLYGPPGC+57.021GK      0.7807      Database    -22.8281    1230.6431   ✓       ✓
112   GLLLYGPPGC+57.021GK      0.7807      Database    -22.8569    1230.6431   ✓       ✓
113   GLLLYGPPGC+57.021GK      0.7807      Database    -22.8613    1230.6431   ✓       ✓
114   GLLLYGPPGC+57.021GK      0.7807      Database    -22.9582    1230.6431   ✓       ✓
115   GLLLYGPPGC+57.021GK      0.7807      Database    -23.0353    1230.6431   ✓       ✓
116   GLLLYGPPGC+57.021GK      0.7807      Database    -23.0415    1230.6431   ✓       ✓
117   GLLLYGPPGC+57.021GK      0.7807      Database    -23.1016    1230.6431   ✓       ✓
118   GLLLYGPPGC+57.021GK      0.7807      Database    -23.1293    1230.6431   ✓       ✓
119   GLLLYGPPGC+57.021GK      0.7807      Database    -23.2496    1230.6431   ✓       ✓
120   GLLLYGPPGC+57.021GK      0.7807      Database    -23.2540    1230.6431   ✓       ✓
121   GLLLYGPPGC+57.021GK      0.7807      Database    -23.3066    1230.6431   ✓       ✓
122   GLLLYGPPGC+57.021GK      0.7807      Database    -23.3200    1230.6431   ✓       ✓
123   GLLLYGPPGC+57.021GK      0.7807      Database    -23.3395    1230.6431   ✓       ✓
124   GLLLYGPPGC+57.021GK      0.7807      Database    -23.3439    1230.6431   ✓       ✓
125   GLLLYGPPGC+57.021GK      0.7807      Database    -23.3934    1230.6431   ✓       ✓
126   GLLLYGPPGC+57.021GK      0.7807      Database    -23.4923    1230.6431   ✓       ✓
127   GLLLYGPPGC+57.021GK      0.7807      Database    -23.4985    1230.6431   ✓       ✓
128   GLLLYGPPGC+57.021GK      0.7807      Database    -23.5962    1230.6431   ✓       ✓
129   GLLLYGPPGC+57.021GK      0.7807      Database    -23.6453    1230.6431   ✓       ✓
130   GLLLYGPPGC+57.021GK      0.7807      Database    -23.7621    1230.6431   ✓       ✓
131   GLLLYGPPGC+57.021GK      0.7807      Database    -23.7637    1230.6431   ✓       ✓
132   GLLLYGPPGC+57.021GK      0.7807      Database    -23.8912    1230.6431   ✓       ✓
133   GLLLYGPPGC+57.021GK      0.7807      Database    -23.9645    1230.6431   ✓       ✓
134   GLLLYGPPGC+57.021GK      0.7807      Database    -24.0533    1230.6431   ✓       ✓
135   GLLLYGPPGC+57.021GK      0.7807      Database    -24.1077    1230.6431   ✓       ✓
136   GLLLYGPPGC+57.021GK      0.7807      Database    -24.1121    1230.6431   ✓       ✓
137   GLLLYGPPGC+57.021GK      0.7807      Database    -24.1779    1230.6431   ✓       ✓
138   GLLLYGPPGC+57.021GK      0.7807      Database    -24.2667    1230.6431   ✓       ✓
139   GLLLYGPPGC+57.021GK      0.7807      Database    -24.3306    1230.6431   ✓       ✓
140   GLLLYGPPGC+57.021GK      0.7807      Database    -24.3504    1230.6431   ✓       ✓
141   GLLLYGPPGC+57.021GK      0.7807      Database    -24.4197    1230.6431   ✓       ✓
142   GLLLYGPPGC+57.021GK      0.7807      Database    -24.4268    1230.6431   ✓       ✓
143   GLLLYGPPGC+57.021GK      0.7807      Database    -24.4759    1230.6431   ✓       ✓
144   GLLLYGPPGC+57.021GK      0.7807      Database    -24.4803    1230.6431   ✓       ✓
145   GLLLYGPPGC+57.021GK      0.7807      Database    -24.5647    1230.6431   ✓       ✓
146   GLLLYGPPGC+57.021GK      0.7807      Database    -24.5691    1230.6431   ✓       ✓
147   GLLLYGPPGC+57.021GK      0.7807      Database    -24.5709    1230.6431   ✓       ✓
148   GLLLYGPPGC+57.021GK      0.7807      Database    -24.5858    1230.6431   ✓       ✓
149   GLLLYGPPGC+57.021GK      0.7807      Database    -24.6350    1230.6431   ✓       ✓
150   GLLLYGPPGC+57.021GK      0.7807      Database    -24.6695    1230.6431   ✓       ✓
151   GLLLYGPPGC+57.021GK      0.7807      Database    -24.7493    1230.6431   ✓       ✓
152   GLLLYGPPGC+57.021GK      0.7807      Database    -24.8829    1230.6431   ✓       ✓
153   GLLLYGPPGC+57.021GK      0.7807      Database    -24.8839    1230.6431   ✓       ✓
154   GLLLYGPPGC+57.021GK      0.7807      Database    -24.9426    1230.6431   ✓       ✓
155   GLLLYGPPGC+57.021GK      0.7807      Database    -24.9635    1230.6431   ✓       ✓
156   GLLLYGPPGC+57.021GK      0.7807      Database    -24.9770    1230.6431   ✓       ✓
157   GLLLYGPPGC+57.021GK      0.7807      Database    -25.0276    1230.6431   ✓       ✓
158   GLLLYGPPGC+57.021GK      0.7807      Database    -25.0430    1230.6431   ✓       ✓
159   GLLLYGPPGC+57.021GK      0.7807      Database    -25.0684    1230.6431   ✓       ✓
160   GLLLYGPPGC+57.021GK      0.7807      Database    -25.0973    1230.6431   ✓       ✓
161   GLLLYGPPGC+57.021GK      0.7807      Database    -25.1017    1230.6431   ✓       ✓
162   GLLLYGPPGC+57.021GK      0.7807      Database    -25.1175    1230.6431   ✓       ✓
163   GLLLYGPPGC+57.021GK      0.7807      Database    -25.1810    1230.6431   ✓       ✓
164   GLLLYGPPGC+57.021GK      0.7807      Database    -25.1854    1230.6431   ✓       ✓
165   GLLLYGPPGC+57.021GK      0.7807      Database    -25.1985    1230.6431   ✓       ✓
166   GLLLYGPPGC+57.021GK      0.7807      Database    -25.2063    1230.6431   ✓       ✓
167   GLLLYGPPGC+57.021GK      0.7807      Database    -25.2411    1230.6431   ✓       ✓
168   GLLLYGPPGC+57.021GK      0.7807      Database    -25.2614    1230.6431   ✓       ✓
169   GLLLYGPPGC+57.021GK      0.7807      Database    -25.3400    1230.6431   ✓       ✓
170   GLLLYGPPGC+57.021GK      0.7807      Database    -25.3697    1230.6431   ✓       ✓
171   GLLLYGPPGC+57.021GK      0.7807      Database    -25.3997    1230.6431   ✓       ✓
172   GLLLYGPPGC+57.021GK      0.7807      Database    -25.4206    1230.6431   ✓       ✓
173   GLLLYGPPGC+57.021GK      0.7807      Database    -25.5254    1230.6431   ✓       ✓
174   GLLLYGPPGC+57.021GK      0.7807      Database    -25.5798    1230.6431   ✓       ✓
175   GLLLYGPPGC+57.021GK      0.7807      Database    -25.5842    1230.6431   ✓       ✓
176   GLLLYGPPGC+57.021GK      0.7807      Database    -25.6337    1230.6431   ✓       ✓
177   GLLLYGPPGC+57.021GK      0.7807      Database    -25.7327    1230.6431   ✓       ✓
178   GLLLYGPPGC+57.021GK      0.7807      Database    -25.7389    1230.6431   ✓       ✓
179   GLLLYGPPGC+57.021GK      0.7807      Database    -25.8857    1230.6431   ✓       ✓
180   GLLLYGPPGC+57.021GK      0.7807      Database    -26.0040    1230.6431   ✓       ✓
181   GLLLYGPPGC+57.021GK      0.7807      Database    -26.0369    1230.6431   ✓       ✓
182   GLLLYGPPGC+57.021GK      0.7807      Database    -26.0413    1230.6431   ✓       ✓
183   GLLLYGPPGC+57.021GK      0.7807      Database    -26.0908    1230.6431   ✓       ✓
184   GLLLYGPPGC+57.021GK      0.7807      Database    -26.2048    1230.6431   ✓       ✓
185   GLLLYGPPGC+57.021GK      0.7807      Database    -26.2081    1230.6431   ✓       ✓
186   GLLLYGPPGC+57.021GK      0.7807      Database    -26.2674    1230.6431   ✓       ✓
187   GLLLYGPPGC+57.021GK      0.7807      Database    -26.2787    1230.6431   ✓       ✓
188   GLLLYGPPGC+57.021GK      0.7807      Database    -26.2936    1230.6431   ✓       ✓
189   GLLLYGPPGC+57.021GK      0.7807      Database    -26.3427    1230.6431   ✓       ✓
190   GLLLYGPPGC+57.021GK      0.7807      Database    -26.5272    1230.6431   ✓       ✓
191   GLLLYGPPGC+57.021GK      0.7807      Database    -26.5907    1230.6431   ✓       ✓
192   GLLLYGPPGC+57.021GK      0.7807      Database    -26.5978    1230.6431   ✓       ✓
193   GLLLYGPPGC+57.021GK      0.7807      Database    -26.6619    1230.6431   ✓       ✓
194   GLLLYGPPGC+57.021GK      0.7807      Database    -26.7207    1230.6431   ✓       ✓
195   GLLLYGPPGC+57.021GK      0.7807      Database    -26.8095    1230.6431   ✓       ✓
196   GLLLYGPPGC+57.021GK      0.7807      Database    -26.9099    1230.6431   ✓       ✓
197   GLLLYGPPGC+57.021GK      0.7807      Database    -27.0039    1230.6431   ✓       ✓
198   GLLLYGPPGC+57.021GK      0.7807      Database    -27.0211    1230.6431   ✓       ✓
199   GLLLYGPPGC+57.021GK      0.7807      Database    -27.0431    1230.6431   ✓       ✓
200   GLLLYGPPGC+57.021GK      0.7807      Database    -27.1137    1230.6431   ✓       ✓
201   GLLLYGPPGC+57.021GK      0.7807      Database    -27.1242    1230.6431   ✓       ✓
202   GLLLYGPPGC+57.021GK      0.7807      Database    -27.1777    1230.6431   ✓       ✓
203   GLLLYGPPGC+57.021GK      0.7807      Database    -27.2680    1230.6431   ✓       ✓
204   GLLLYGPPGC+57.021GK      0.7807      Database    -27.3669    1230.6431   ✓       ✓
205   GLLLYGPPGC+57.021GK      0.7807      Database    -27.4257    1230.6431   ✓       ✓
206   GLLLYGPPGC+57.021GK      0.7807      Database    -27.5198    1230.6431   ✓       ✓
207   GLLLYGPPGC+57.021GK      0.7807      Database    -27.6400    1230.6431   ✓       ✓
208   GLLLYGPPGC+57.021GK      0.7807      Database    -27.7658    1230.6431   ✓       ✓
209   GLLLYGPPGC+57.021GK      0.7807      Database    -27.7838    1230.6431   ✓       ✓
210   GLLLYGPPGC+57.021GK      0.7807      Database    -27.8828    1230.6431   ✓       ✓
211   GLLLYGPPGC+57.021GK      0.7807      Database    -28.2350    1230.6431   ✓       ✓
212   GLLLYGPPGC+57.021GK      0.7807      Database    -28.2816    1230.6431   ✓       ✓
213   GLLLYGPPGC+57.021GK      0.7807      Database    -28.2943    1230.6431   ✓       ✓
214   GLLLYGPPGC+57.021GK      0.7807      Database    -28.7508    1230.6431   ✓       ✓
215   GLLLYGPPGC+57.021GK      0.7807      Database    -28.7675    1230.6431   ✓       ✓
216   GLLLYGPPGC+57.021GK      0.7807      Database    -28.8102    1230.6431   ✓       ✓
217   GLLLYGPPGC+57.021GK      0.7807      Database    -28.8381    1230.6431   ✓       ✓
218   GLLLYGPPGC+57.021GK      0.7807      Database    -28.9022    1230.6431   ✓       ✓
219   GLLLYGPPGC+57.021GK      0.7807      Database    -28.9176    1230.6431   ✓       ✓
220   GLLLYGPPGC+57.021GK      0.7807      Database    -29.0656    1230.6431   ✓       ✓
221   GLLLYGPPGC+57.021GK      0.7807      Database    -29.1360    1230.6431   ✓       ✓
222   GLLLYGPPGC+57.021GK      0.7807      Database    -29.2246    1230.6431   ✓       ✓
223   GLLLYGPPGC+57.021GK      0.7807      Database    -29.2443    1230.6431   ✓       ✓
224   GLLLYGPPGC+57.021GK      0.7807      Database    -29.2614    1230.6431   ✓       ✓
225   GLLLYGPPGC+57.021GK      0.7807      Database    -29.2834    1230.6431   ✓       ✓
226   GLLLYGPPGC+57.021GK      0.7807      Database    -29.2952    1230.6431   ✓       ✓
227   GLLLYGPPGC+57.021GK      0.7807      Database    -29.3540    1230.6431   ✓       ✓
228   GLLLYGPPGC+57.021GK      0.7807      Database    -29.4180    1230.6431   ✓       ✓
229   GLLLYGPPGC+57.021GK      0.7807      Database    -29.4335    1230.6431   ✓       ✓
230   GLLLYGPPGC+57.021GK      0.7807      Database    -29.5083    1230.6431   ✓       ✓
231   GLLLYGPPGC+57.021GK      0.7807      Database    -29.5814    1230.6431   ✓       ✓
232   GLLLYGPPGC+57.021GK      0.7807      Database    -29.6073    1230.6431   ✓       ✓
233   GLLLYGPPGC+57.021GK      0.7807      Database    -29.6518    1230.6431   ✓       ✓
234   GLLLYGPPGC+57.021GK      0.7807      Database    -29.7072    1230.6431   ✓       ✓
235   GLLLYGPPGC+57.021GK      0.7807      Database    -29.7185    1230.6431   ✓       ✓
236   GLLLYGPPGC+57.021GK      0.7807      Database    -29.7404    1230.6431   ✓       ✓
237   GLLLYGPPGC+57.021GK      0.7807      Database    -29.7601    1230.6431   ✓       ✓
238   GLLLYGPPGC+57.021GK      0.7807      Database    -29.8110    1230.6431   ✓       ✓
239   GLLLYGPPGC+57.021GK      0.7807      Database    -29.9654    1230.6431   ✓       ✓
240   GLLLYGPPGC+57.021GK      0.7807      Database    -30.0241    1230.6431   ✓       ✓
241   GLLLYGPPGC+57.021GK      0.7807      Database    -30.0827    1230.6431   ✓       ✓
242   GLLLYGPPGC+57.021GK      0.7807      Database    -30.1231    1230.6431   ✓       ✓
243   GLLLYGPPGC+57.021GK      0.7807      Database    -30.2230    1230.6431   ✓       ✓
244   GLLLYGPPGC+57.021GK      0.7807      Database    -30.4753    1230.6431   ✓       ✓
245   GLLLYGPPGC+57.021GK      0.7807      Database    -30.4812    1230.6431   ✓       ✓
246   GLLLYGPPGC+57.021GK      0.7807      Database    -30.5985    1230.6431   ✓       ✓
247   GLLLYGPPGC+57.021GK      0.7807      Database    -30.8436    1230.6431   ✓       ✓
248   GLLLYGPPGC+57.021GK      0.7807      Database    -30.8458    1230.6431   ✓       ✓
249   GLLLYGPPGC+57.021GK      0.7807      Database    -30.9132    1230.6431   ✓       ✓
250   GLLLYGPPGC+57.021GK      0.7807      Database    -30.9324    1230.6431   ✓       ✓
251   GLLLYGPPGC+57.021GK      0.7807      Database    -30.9912    1230.6431   ✓       ✓
252   GLLLYGPPGC+57.021GK      0.7807      Database    -30.9917    1230.6431   ✓       ✓
253   GLLLYGPPGC+57.021GK      0.7807      Database    -31.0145    1230.6431   ✓       ✓
254   GLLLYGPPGC+57.021GK      0.7807      Database    -31.1580    1230.6431   ✓       ✓
255   GLLLYGPPGC+57.021GK      0.7807      Database    -31.3059    1230.6431   ✓       ✓
256   GLLLYGPPGC+57.021GK      0.7807      Database    -31.3594    1230.6431   ✓       ✓
257   GLLLYGPPGC+57.021GK      0.7807      Database    -31.3617    1230.6431   ✓       ✓
258   GLLLYGPPGC+57.021GK      0.7807      Database    -31.3763    1230.6431   ✓       ✓
259   GLLLYGPPGC+57.021GK      0.7807      Database    -31.4291    1230.6431   ✓       ✓
260   GLLLYGPPGC+57.021GK      0.7807      Database    -31.4482    1230.6431   ✓       ✓
261   GLLLYGPPGC+57.021GK      0.7807      Database    -31.4649    1230.6431   ✓       ✓
262   GLLLYGPPGC+57.021GK      0.7807      Database    -31.5075    1230.6431   ✓       ✓
263   GLLLYGPPGC+57.021GK      0.7807      Database    -31.5304    1230.6431   ✓       ✓
264   GLLLYGPPGC+57.021GK      0.7807      Database    -31.5355    1230.6431   ✓       ✓
265   GLLLYGPPGC+57.021GK      0.7807      Database    -31.9588    1230.6431   ✓       ✓
266   GLLLYGPPGC+57.021GK      0.7807      Database    -33.9002    1230.6431   ✓       ✓
267   LLLYGPPGGC+57.021GK      0.5508      Prosit      -31.6687    1230.6431   ✓       
268   LLLYGPPGGC+57.021GK      0.5508      Prosit      -33.0324    1230.6431   ✓       
269   LLLYGPPGGC+57.021GK      0.5508      Prosit      -33.5210    1230.6431   ✓       
270   LLLYGPPGGC+57.021GK      0.5508      Prosit      -33.9002    1230.6431   ✓       
271   LLLYGPPGGC+57.021GK      0.5508      Prosit      -33.9090    1230.6431   ✓       
272   LLLYGPPGGC+57.021GK      0.5508      Prosit      -34.2524    1230.6431   ✓       
273   LLLYGPPGGC+57.021GK      0.5508      Prosit      -34.3661    1230.6431   ✓       
274   LLLYGPPGGC+57.021GK      0.5508      Prosit      -34.9437    1230.6431   ✓       
275   LLLYGPPGGC+57.021GK      0.5508      Prosit      -34.9768    1230.6431   ✓       
276   +42.011LKLYGPPGC+57.021GK0.5318      Prosit      -33.8347    1230.6431   ✓       
277   ALLVYGPPGC+57.021GK      0.5035      Prosit      -34.2497    1230.6431   ✓       
278   LLLYGPGPGC+57.021GK      0.5014      Prosit      -34.2535    1230.6431   ✓       
