================================================================================
Spectrum 0
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 797.8930
Precursor charge: 2+
Ground truth: SHIDEPDKQEIQR
Ground truth (normalized): SHIDEPDKQEIQR

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 267
Used for reranking: 267

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 267 (26.7%)
Database matches: 111 (11.1%)
Prosit predictions: 0 (0.0%)
Failed: 156 (15.6%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✓
Rank in beam search: 1/1000
Rank by similarity: 1/1000
Similarity: 0.8714
Source: Database
Passed mass check: ✓

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
19    SHLDEPDKQELQR            0.8714      Database    -13.8961    1593.7747   ✓       ✓
20    SHLDEPDKQELQR            0.8714      Database    -14.0150    1593.7747   ✓       ✓
21    SHLDEPDKQELQR            0.8714      Database    -14.6388    1593.7747   ✓       ✓
22    SHLDEPDKQELQR            0.8714      Database    -14.7209    1593.7747   ✓       ✓
23    SHLDEPDKQELQR            0.8714      Database    -15.4583    1593.7747   ✓       ✓
24    SHLDEPDKQELQR            0.8714      Database    -15.5712    1593.7747   ✓       ✓
25    SHLDEPDKQELQR            0.8714      Database    -15.6157    1593.7747   ✓       ✓
26    SHLDEPDKQELQR            0.8714      Database    -15.8934    1593.7747   ✓       ✓
27    SHLDEPDKQELQR            0.8714      Database    -16.0993    1593.7747   ✓       ✓
28    SHLDEPDKQELQR            0.8714      Database    -16.1421    1593.7747   ✓       ✓
29    SHLDEPDKQELQR            0.8714      Database    -16.1435    1593.7747   ✓       ✓
30    SHLDEPDKQELQR            0.8714      Database    -16.1650    1593.7747   ✓       ✓
31    SHLDEPDKQELQR            0.8714      Database    -16.3293    1593.7747   ✓       ✓
32    SHLDEPDKQELQR            0.8714      Database    -16.4422    1593.7747   ✓       ✓
33    SHLDEPDKQELQR            0.8714      Database    -16.4868    1593.7747   ✓       ✓
34    SHLDEPDKQELQR            0.8714      Database    -16.5639    1593.7747   ✓       ✓
35    SHLDEPDKQELQR            0.8714      Database    -16.6880    1593.7747   ✓       ✓
36    SHLDEPDKQELQR            0.8714      Database    -16.9242    1593.7747   ✓       ✓
37    SHLDEPDKQELQR            0.8714      Database    -17.0131    1593.7747   ✓       ✓
38    SHLDEPDKQELQR            0.8714      Database    -17.2574    1593.7747   ✓       ✓
39    SHLDEPDKQELQR            0.8714      Database    -17.5008    1593.7747   ✓       ✓
40    SHLDEPDKQELQR            0.8714      Database    -17.6900    1593.7747   ✓       ✓
41    SHLDEPDKQELQR            0.8714      Database    -17.8343    1593.7747   ✓       ✓
42    SHLDEPDKQELQR            0.8714      Database    -17.9976    1593.7747   ✓       ✓
43    SHLDEPDKQELQR            0.8714      Database    -18.0304    1593.7747   ✓       ✓
44    SHLDEPDKQELQR            0.8714      Database    -18.0661    1593.7747   ✓       ✓
45    SHLDEPDKQELQR            0.8714      Database    -18.5079    1593.7747   ✓       ✓
46    SHLDEPDKQELQR            0.8714      Database    -18.5326    1593.7747   ✓       ✓
47    SHLDEPDKQELQR            0.8714      Database    -18.5743    1593.7747   ✓       ✓
48    SHLDEPDKQELQR            0.8714      Database    -18.6455    1593.7747   ✓       ✓
49    SHLDEPDKQELQR            0.8714      Database    -18.6901    1593.7747   ✓       ✓
50    SHLDEPDKQELQR            0.8714      Database    -18.6932    1593.7747   ✓       ✓
51    SHLDEPDKQELQR            0.8714      Database    -18.7053    1593.7747   ✓       ✓
52    SHLDEPDKQELQR            0.8714      Database    -19.1092    1593.7747   ✓       ✓
53    SHLDEPDKQELQR            0.8714      Database    -19.2164    1593.7747   ✓       ✓
54    SHLDEPDKQELQR            0.8714      Database    -19.2221    1593.7747   ✓       ✓
55    SHLDEPDKQELQR            0.8714      Database    -19.2667    1593.7747   ✓       ✓
56    SHLDEPDKQELQR            0.8714      Database    -19.3170    1593.7747   ✓       ✓
57    SHLDEPDKQELQR            0.8714      Database    -19.3271    1593.7747   ✓       ✓
58    SHLDEPDKQELQR            0.8714      Database    -19.3991    1593.7747   ✓       ✓
59    SHLDEPDKQELQR            0.8714      Database    -19.5643    1593.7747   ✓       ✓
60    SHLDEPDKQELQR            0.8714      Database    -19.5897    1593.7747   ✓       ✓
61    SHLDEPDKQELQR            0.8714      Database    -19.6380    1593.7747   ✓       ✓
62    SHLDEPDKQELQR            0.8714      Database    -19.7930    1593.7747   ✓       ✓
63    SHLDEPDKQELQR            0.8714      Database    -19.9340    1593.7747   ✓       ✓
64    SHLDEPDKQELQR            0.8714      Database    -20.0469    1593.7747   ✓       ✓
65    SHLDEPDKQELQR            0.8714      Database    -20.0915    1593.7747   ✓       ✓
66    SHLDEPDKQELQR            0.8714      Database    -20.1880    1593.7747   ✓       ✓
67    SHLDEPDKQELQR            0.8714      Database    -20.5716    1593.7747   ✓       ✓
68    SHLDEPDKQELQR            0.8714      Database    -20.7112    1593.7747   ✓       ✓
69    SHLDEPDKQELQR            0.8714      Database    -20.7643    1593.7747   ✓       ✓
70    SHLDEPDKQELQR            0.8714      Database    -20.7776    1593.7747   ✓       ✓
71    SHLDEPDKQELQR            0.8714      Database    -20.8217    1593.7747   ✓       ✓
72    SHLDEPDKQELQR            0.8714      Database    -20.8432    1593.7747   ✓       ✓
73    SHLDEPDKQELQR            0.8714      Database    -20.9086    1593.7747   ✓       ✓
74    SHLDEPDKQELQR            0.8714      Database    -21.0075    1593.7747   ✓       ✓
75    SHLDEPDKQELQR            0.8714      Database    -21.1204    1593.7747   ✓       ✓
76    SHLDEPDKQELQR            0.8714      Database    -21.1650    1593.7747   ✓       ✓
77    SHLDEPDKQELQR            0.8714      Database    -21.2421    1593.7747   ✓       ✓
78    SHLDEPDKQELQR            0.8714      Database    -21.2878    1593.7747   ✓       ✓
79    SHLDEPDKQELQR            0.8714      Database    -21.3410    1593.7747   ✓       ✓
80    SHLDEPDKQELQR            0.8714      Database    -21.3662    1593.7747   ✓       ✓
81    SHLDEPDKQELQR            0.8714      Database    -21.4427    1593.7747   ✓       ✓
82    SHLDEPDKQELQR            0.8714      Database    -21.4853    1593.7747   ✓       ✓
83    SHLDEPDKQELQR            0.8714      Database    -21.6024    1593.7747   ✓       ✓
84    SHLDEPDKQELQR            0.8714      Database    -21.6486    1593.7747   ✓       ✓
85    SHLDEPDKQELQR            0.8714      Database    -21.6554    1593.7747   ✓       ✓
86    SHLDEPDKQELQR            0.8714      Database    -21.6913    1593.7747   ✓       ✓
87    SHLDEPDKQELQR            0.8714      Database    -21.6927    1593.7747   ✓       ✓
88    SHLDEPDKQELQR            0.8714      Database    -21.7000    1593.7747   ✓       ✓
89    SHLDEPDKQELQR            0.8714      Database    -21.7143    1593.7747   ✓       ✓
90    SHLDEPDKQELQR            0.8714      Database    -21.7676    1593.7747   ✓       ✓
91    SHLDEPDKQELQR            0.8714      Database    -21.8128    1593.7747   ✓       ✓
92    SHLDEPDKQELQR            0.8714      Database    -21.9356    1593.7747   ✓       ✓
93    SHLDEPDKQELQR            0.8714      Database    -22.1126    1593.7747   ✓       ✓
94    SHLDEPDKQELQR            0.8714      Database    -22.1658    1593.7747   ✓       ✓
95    SHLDEPDKQELQR            0.8714      Database    -22.1790    1593.7747   ✓       ✓
96    SHLDEPDKQELQR            0.8714      Database    -22.2263    1593.7747   ✓       ✓
97    SHLDEPDKQELQR            0.8714      Database    -22.2372    1593.7747   ✓       ✓
98    SHLDEPDKQELQR            0.8714      Database    -22.3101    1593.7747   ✓       ✓
99    SHLDEPDKQELQR            0.8714      Database    -22.3392    1593.7747   ✓       ✓
100   SHLDEPDKQELQR            0.8714      Database    -22.3442    1593.7747   ✓       ✓
101   SHLDEPDKQELQR            0.8714      Database    -22.3838    1593.7747   ✓       ✓
102   SHLDEPDKQELQR            0.8714      Database    -22.3913    1593.7747   ✓       ✓
103   SHLDEPDKQELQR            0.8714      Database    -22.4734    1593.7747   ✓       ✓
104   SHLDEPDKQELQR            0.8714      Database    -22.5114    1593.7747   ✓       ✓
105   SHLDEPDKQELQR            0.8714      Database    -22.7086    1593.7747   ✓       ✓
106   SHLDEPDKQELQR            0.8714      Database    -22.7443    1593.7747   ✓       ✓
107   SHLDEPDKQELQR            0.8714      Database    -22.8067    1593.7747   ✓       ✓
108   SHLDEPDKQELQR            0.8714      Database    -22.9009    1593.7747   ✓       ✓
109   SHLDEPDKQELQR            0.8714      Database    -24.8763    1593.7747   ✓       ✓
110   SHLDEPDKQELQR            0.8714      Database    -27.0796    1593.7747   ✓       ✓
111   SHLDEPDKQELQR            0.8714      Database    -27.6563    1593.7747   ✓       ✓
112   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -6.4461     1593.7747   ✓       
113   SHLDEPN+0.984KQELQR      -1.0000     Failed      -6.6564     1593.7747   ✓       
114   SHLN+0.984EPDKQELQR      -1.0000     Failed      -7.9636     1593.7747   ✓       
115   SHLDEPDKQQ+0.984LQR      -1.0000     Failed      -8.6312     1593.7747   ✓       
116   SHLDEPDKQELAR            -1.0000     NotChecked  -10.3743    1536.7532   ✗       
117   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -11.1243    1593.7747   ✓       
118   SHLDEPN+0.984KQELQR      -1.0000     Failed      -11.3347    1593.7747   ✓       
119   SHLDEPDKQELLR            -1.0000     NotChecked  -11.5232    1578.8002   ✗       
120   SHLDEPDKQLLQR            -1.0000     NotChecked  -11.7871    1577.8162   ✗       
121   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -11.9954    1593.7747   ✓       
122   SHLDEPDKQELGR            -1.0000     NotChecked  -12.1700    1522.7376   ✗       
123   SHLDEPN+0.984KQELQR      -1.0000     Failed      -12.2057    1593.7747   ✓       
124   SHLDEPDQQELQR            -1.0000     Failed      -12.2800    1593.7383   ✓       
125   SHLDEPDLQELQR            -1.0000     NotChecked  -12.3705    1578.7638   ✗       
126   +42.011HLDEPDKQELQR      -1.0000     NotChecked  -12.4474    1548.7532   ✗       
127   SHLDEPDKQEGQR            -1.0000     NotChecked  -12.4961    1537.7121   ✗       
128   SHLDQPDKQELQR            -1.0000     NotChecked  -12.5066    1592.7907   ✗       
129   SHLN+0.984EPDKQELQR      -1.0000     Failed      -12.6418    1593.7747   ✓       
130   SHLDEPDKLELQR            -1.0000     NotChecked  -12.7244    1578.8002   ✗       
131   SHLDKPDKQELQR            -1.0000     NotChecked  -12.7399    1592.8271   ✗       
132   SHLDQ+0.984PN+0.984KQELQR-1.0000     Failed      -13.0849    1593.7747   ✓       
133   SHLDEPDKQSLQR            -1.0000     NotChecked  -13.3023    1551.7641   ✗       
134   SHLDEPDKQQ+0.984LQR      -1.0000     Failed      -13.3094    1593.7747   ✓       
135   SHLDEPDKQELR             -1.0000     NotChecked  -13.3574    1465.7161   ✗       
136   SHLDEPDKKELQR            -1.0000     Failed      -13.3923    1593.8111   ✓       
137   SHLDEPDKQELQ             -1.0000     NotChecked  -13.4482    1437.6736   ✗       
138   SHLN+0.984EPDKQELQR      -1.0000     Failed      -13.5129    1593.7747   ✓       
139   SHLDLPDKQELQR            -1.0000     NotChecked  -13.8071    1577.8162   ✗       
140   SHLSEPDKQELQR            -1.0000     NotChecked  -13.8517    1565.7798   ✗       
141   SHLDSPDKQELQR            -1.0000     NotChecked  -13.8986    1551.7641   ✗       
142   SHLDEPDKNELQR            -1.0000     NotChecked  -13.9456    1579.7590   ✗       
143   SHLDEPDKQDLQR            -1.0000     NotChecked  -14.1289    1579.7590   ✗       
144   SHLDEPDKQELQK            -1.0000     NotChecked  -14.1353    1565.7686   ✗       
145   SHLDDPDKQELQR            -1.0000     NotChecked  -14.1713    1579.7590   ✗       
146   SHLDEPDKQQ+0.984LQR      -1.0000     Failed      -14.1804    1593.7747   ✓       
147   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -14.1986    1593.7747   ✓       
148   SHLDEPDKQVLQR            -1.0000     NotChecked  -14.2365    1563.8005   ✗       
149   SHLNEPDKQELQR            -1.0000     NotChecked  -14.2394    1592.7907   ✗       
150   SHLDEPDKQEAQR            -1.0000     NotChecked  -14.2529    1551.7277   ✗       
151   SHLDVPDKQELQR            -1.0000     NotChecked  -14.2901    1563.8005   ✗       
152   SHLDEPDKQEVQR            -1.0000     NotChecked  -14.3493    1579.7590   ✗       
153   SHLDEPDKQQLQR            -1.0000     NotChecked  -14.3817    1592.7907   ✗       
154   SHLN+0.984Q+0.984PDKQELQR-1.0000     Failed      -14.3921    1593.7747   ✓       
155   SHLDEPN+0.984KQELQR      -1.0000     Failed      -14.4090    1593.7747   ✓       
156   SHLVEPDKQELQR            -1.0000     NotChecked  -14.4426    1577.8162   ✗       
157   SHLDPDKQELQR             -1.0000     NotChecked  -14.4627    1464.7321   ✗       
158   +43.006HLDEPDKQELQR      -1.0000     NotChecked  -14.4652    1549.7485   ✗       
159   SQLDEPDKQELQR            -1.0000     NotChecked  -14.5087    1584.7744   ✗       
160   SHLDEADKQELQR            -1.0000     NotChecked  -14.5166    1567.7590   ✗       
161   SHLDEPDSQELQR            -1.0000     NotChecked  -14.5399    1552.7118   ✗       
162   SHLLEPDKQELQR            -1.0000     NotChecked  -14.5471    1591.8318   ✗       
163   SHLN+0.984EPN+0.984KQELQR-1.0000     Failed      -14.6024    1593.7747   ✓       
164   HLDEPDKQELQR             -1.0000     NotChecked  -14.6489    1506.7427   ✗       
165   SHLDEPDKQELNR            -1.0000     NotChecked  -14.6506    1579.7590   ✗       
166   SSLDEPDKQELQR            -1.0000     NotChecked  -14.7173    1543.7478   ✗       
167   AHLDEPDKQELQR            -1.0000     NotChecked  -14.7634    1577.7798   ✗       
168   SHLDESDKQELQR            -1.0000     NotChecked  -14.7733    1583.7540   ✗       
169   SHLGEPDKQELQR            -1.0000     NotChecked  -14.7737    1535.7692   ✗       
170   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -14.7753    1593.7747   ✓       
171   SHLDEGDKQELQR            -1.0000     NotChecked  -14.9427    1553.7434   ✗       
172   SHLDEPN+0.984KQELQR      -1.0000     Failed      -14.9856    1593.7747   ✓       
173   SHLDEPDKQELQL            -1.0000     NotChecked  -14.9859    1550.7577   ✗       
174   SHLDEPNKQELQR            -1.0000     NotChecked  -14.9956    1592.7907   ✗       
175   SHLDEPDAQELQR            -1.0000     NotChecked  -15.0070    1536.7169   ✗       
176   SHLDEPDKQELAR            -1.0000     NotChecked  -15.0525    1536.7532   ✗       
177   SHLDQ+0.984PDKQQ+0.984LQR-1.0000     Failed      -15.0596    1593.7747   ✓       
178   -17.027HLDEPDKQELQR      -1.0000     NotChecked  -15.0777    1489.7161   ✗       
179   SHLDEPDKQEQR             -1.0000     NotChecked  -15.1484    1480.6906   ✗       
180   SHLDEPDKAELQR            -1.0000     NotChecked  -15.2264    1536.7532   ✗       
181   SLLDEPDKQELQR            -1.0000     NotChecked  -15.2608    1569.7999   ✗       
182   SHLDEPN+0.984KQQ+0.984LQR-1.0000     Failed      -15.2700    1593.7747   ✓       
183   SHLDEPDKQKLQR            -1.0000     NotChecked  -15.2919    1592.8271   ✗       
184   SHLDEPDKQTLQR            -1.0000     NotChecked  -15.3228    1565.7798   ✗       
185   SHLDEPVKQELQR            -1.0000     NotChecked  -15.3658    1577.8162   ✗       
186   SHLDEPDVQELQR            -1.0000     NotChecked  -15.4410    1564.7482   ✗       
187   SHLDEPDKQELQA            -1.0000     NotChecked  -15.5488    1508.7107   ✗       
188   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -15.6001    1593.7747   ✓       
189   SHLDEPDTQELQR            -1.0000     NotChecked  -15.6492    1566.7274   ✗       
190   SHLDEPDKQELVR            -1.0000     NotChecked  -15.7149    1564.7845   ✗       
191   SHLN+0.984EPDKQELQR      -1.0000     Failed      -15.7161    1593.7747   ✓       
192   SHLAEPDKQELQR            -1.0000     NotChecked  -15.7589    1549.7849   ✗       
193   SHLDEPN+0.984KQELQR      -1.0000     Failed      -15.8104    1593.7747   ✓       
194   SHLDEPDKQELAR            -1.0000     NotChecked  -15.9236    1536.7532   ✗       
195   SHLDEPDKQELSR            -1.0000     NotChecked  -15.9941    1552.7481   ✗       
196   SHLDEPSKQELQR            -1.0000     NotChecked  -16.0636    1565.7798   ✗       
197   SHLDEPDKQESQR            -1.0000     NotChecked  -16.1193    1567.7227   ✗       
198   SHLDEPDKQELLR            -1.0000     NotChecked  -16.2015    1578.8002   ✗       
199   SHLDEPDKELQR             -1.0000     NotChecked  -16.2429    1465.7161   ✗       
200   SHLDEPLKQELQR            -1.0000     NotChecked  -16.2694    1591.8318   ✗       
201   SHLN+0.984EPDKQELQR      -1.0000     Failed      -16.2928    1593.7747   ✓       
202   SHLDEPDKQQ+0.984LQR      -1.0000     Failed      -16.3837    1593.7747   ✓       
203   SHLDEPDKQLLQR            -1.0000     NotChecked  -16.4653    1577.8162   ✗       
204   SHLN+0.984EPDKQQ+0.984LQR-1.0000     Failed      -16.5772    1593.7747   ✓       
205   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -16.6736    1593.7747   ✓       
206   SQ+0.984LDEPDKQELQR      -1.0000     NotChecked  -16.8003    1585.7584   ✗       
207   SHLDQ+0.984PDKQELAR      -1.0000     NotChecked  -16.8028    1536.7532   ✗       
208   SHLDEPGKQELQR            -1.0000     NotChecked  -16.8472    1535.7692   ✗       
209   SHLDEPDKQELGR            -1.0000     NotChecked  -16.8482    1522.7376   ✗       
210   SHLDEPN+0.984KQELQR      -1.0000     Failed      -16.8839    1593.7747   ✓       
211   SHLDEPDQQELQR            -1.0000     Failed      -16.9582    1593.7383   ✓       
212   SHLDEPDKQQ+0.984LQR      -1.0000     Failed      -16.9603    1593.7747   ✓       
213   SHLDEPN+0.984KQELAR      -1.0000     NotChecked  -17.0131    1536.7532   ✗       
214   SHLDEPDLQELQR            -1.0000     NotChecked  -17.0487    1578.7638   ✗       
215   SHLDEPDKQELLR            -1.0000     NotChecked  -17.0725    1578.8002   ✗       
216   SHLN+0.984EPDKQELQR      -1.0000     Failed      -17.1176    1593.7747   ✓       
217   SHLDEPDKQEGQR            -1.0000     NotChecked  -17.1743    1537.7121   ✗       
218   SHLDQPDKQELQR            -1.0000     NotChecked  -17.1848    1592.7907   ✗       
219   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -17.2085    1593.7747   ✓       
220   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -17.3214    1593.7747   ✓       
221   SHLDEPDKQLLQR            -1.0000     NotChecked  -17.3363    1577.8162   ✗       
222   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -17.3660    1593.7747   ✓       
223   SHLDEPDKLELQR            -1.0000     NotChecked  -17.4026    1578.8002   ✗       
224   SHLDEPDKQELQG            -1.0000     NotChecked  -17.4067    1494.6951   ✗       
225   SHLDKPDKQELQR            -1.0000     NotChecked  -17.4181    1592.8271   ✗       
226   SHLDEPN+0.984KQELQR      -1.0000     Failed      -17.4189    1593.7747   ✓       
227   SELDEPDKQELQR            -1.0000     NotChecked  -17.5302    1585.7584   ✗       
228   SHLDEPN+0.984KQELQR      -1.0000     Failed      -17.5317    1593.7747   ✓       
229   SHLDEPN+0.984KQELQR      -1.0000     Failed      -17.5763    1593.7747   ✓       
230   SHLDEPDKQELQV            -1.0000     NotChecked  -17.6043    1536.7420   ✗       
231   SHLDEPDKQELQN            -1.0000     NotChecked  -17.7042    1551.7165   ✗       
232   SHLDEPDKQELGR            -1.0000     NotChecked  -17.7192    1522.7376   ✗       
233   SHLDQ+0.984PN+0.984KQELQR-1.0000     Failed      -17.7631    1593.7747   ✓       
234   SDLDEPDKQELQR            -1.0000     NotChecked  -17.7659    1571.7427   ✗       
235   SNLDEPDKQELQR            -1.0000     NotChecked  -17.7699    1570.7587   ✗       
236   SHLDEPDKQQ+0.984LQR      -1.0000     Failed      -17.7852    1593.7747   ✓       
237   SHLDEPDQQELQR            -1.0000     Failed      -17.8292    1593.7383   ✓       
238   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -17.8923    1593.7747   ✓       
239   SHLDEPDLQELQR            -1.0000     NotChecked  -17.9197    1578.7638   ✗       
240   SHLDQ+0.984PDKQELLR      -1.0000     NotChecked  -17.9517    1578.8002   ✗       
241   SHLDEPDKQSLQR            -1.0000     NotChecked  -17.9805    1551.7641   ✗       
242   +42.011HLDEPDKQELQR      -1.0000     NotChecked  -17.9966    1548.7532   ✗       
243   SHLDEPDKQELR             -1.0000     NotChecked  -18.0356    1465.7161   ✗       
244   SHLDEPDKQEGQR            -1.0000     NotChecked  -18.0453    1537.7121   ✗       
245   SHLDQPDKQELQR            -1.0000     NotChecked  -18.0558    1592.7907   ✗       
246   SHLDEPDKQELQ             -1.0000     NotChecked  -18.0654    1437.6736   ✗       
247   SHLDEPDKKELQR            -1.0000     Failed      -18.0705    1593.8111   ✓       
248   SHLDEPN+0.984KQELQR      -1.0000     Failed      -18.1027    1593.7747   ✓       
249   SHLDEPDKQELQ             -1.0000     NotChecked  -18.1265    1437.6736   ✗       
250   SHLDEPDKQELAR            -1.0000     NotChecked  -18.1268    1536.7532   ✗       
251   SHLDEPN+0.984KQELLR      -1.0000     NotChecked  -18.1620    1578.8002   ✗       
252   SHLN+0.984EPDKQELQR      -1.0000     Failed      -18.1911    1593.7747   ✓       
253   SHLDQ+0.984PDKQLLQR      -1.0000     NotChecked  -18.2156    1577.8162   ✗       
254   SHLDEPDKLELQR            -1.0000     NotChecked  -18.2737    1578.8002   ✗       
255   SHLDKPDKQELQR            -1.0000     NotChecked  -18.2891    1592.8271   ✗       
256   SHLN+0.984EPDKQELAR      -1.0000     NotChecked  -18.3203    1536.7532   ✗       
257   SHLDEPN+0.984KQLLQR      -1.0000     NotChecked  -18.4259    1577.8162   ✗       
258   SHLDLPDKQELQR            -1.0000     NotChecked  -18.4854    1577.8162   ✗       
259   SHLSEPDKQELQR            -1.0000     NotChecked  -18.5299    1565.7798   ✗       
260   SHDEPDKQELQR             -1.0000     NotChecked  -18.5610    1480.6906   ✗       
261   SHLDSPDKQELQR            -1.0000     NotChecked  -18.5769    1551.7641   ✗       
262   SHLDQ+0.984PDKQELGR      -1.0000     NotChecked  -18.5984    1522.7376   ✗       
263   SHLDEPDKNELQR            -1.0000     NotChecked  -18.6238    1579.7590   ✗       
264   SHLDQ+0.984PN+0.984KQELQR-1.0000     Failed      -18.6342    1593.7747   ✓       
265   SHLDEPDKQELAR            -1.0000     NotChecked  -18.7035    1536.7532   ✗       
266   SHLDQ+0.984PDQQELQR      -1.0000     Failed      -18.7084    1593.7383   ✓       
267   SHLN+0.984EPDKQELQR      -1.0000     Failed      -18.7260    1593.7747   ✓       
268   SHLDQ+0.984PDLQELQR      -1.0000     NotChecked  -18.7989    1578.7638   ✗       
269   SHLDEPDKQDLQR            -1.0000     NotChecked  -18.8071    1579.7590   ✗       
270   SHLDEPN+0.984KQELGR      -1.0000     NotChecked  -18.8088    1522.7376   ✗       
271   SHLDEPDKQELQK            -1.0000     NotChecked  -18.8135    1565.7686   ✗       
272   SHLN+0.984EPDKQELQR      -1.0000     Failed      -18.8389    1593.7747   ✓       
273   SHLDDPDKQELQR            -1.0000     NotChecked  -18.8495    1579.7590   ✗       
274   SHLDEPDKQSLQR            -1.0000     NotChecked  -18.8515    1551.7641   ✗       
275   SHLDEPDKQQ+0.984LQR      -1.0000     Failed      -18.8586    1593.7747   ✓       
276   +42.011HLDQ+0.984PDKQELQR-1.0000     NotChecked  -18.8758    1548.7532   ✗       
277   SHLDQ+0.984PDKQELQR      -1.0000     Failed      -18.8769    1593.7747   ✓       
278   SHLN+0.984EPDKQELQR      -1.0000     Failed      -18.8835    1593.7747   ✓       
279   SHLDEPDKQELR             -1.0000     NotChecked  -18.9067    1465.7161   ✗       
280   SHLDEPDKQVLQR            -1.0000     NotChecked  -18.9147    1563.8005   ✗       
281   SHLNEPDKQELQR            -1.0000     NotChecked  -18.9176    1592.7907   ✗       
282   SHLDEPN+0.984QQELQR      -1.0000     Failed      -18.9188    1593.7383   ✓       
283   SHLDQ+0.984PDKQEGQR      -1.0000     NotChecked  -18.9245    1537.7121   ✗       
284   SHLDEPDKQEAQR            -1.0000     NotChecked  -18.9311    1551.7277   ✗       
285   SHLDEPDKKELQR            -1.0000     Failed      -18.9415    1593.8111   ✓       
286   SHLDVPDKQELQR            -1.0000     NotChecked  -18.9683    1563.8005   ✗       
287   SHLDEPDKQQ+0.984LAR      -1.0000     NotChecked  -18.9878    1536.7532   ✗       
288   SHLDEPDKQELQ             -1.0000     NotChecked  -18.9975    1437.6736   ✗       
289   SHLDEPN+0.984LQELQR      -1.0000     NotChecked  -19.0093    1578.7638   ✗       
290   SHLDEPDKQEVQR            -1.0000     NotChecked  -19.0275    1579.7590   ✗       
291   SHLDEPDKQQLQR            -1.0000     NotChecked  -19.0599    1592.7907   ✗       
292   SHLN+0.984Q+0.984PDKQELQR-1.0000     Failed      -19.0703    1593.7747   ✓       
293   +42.011HLDEPN+0.984KQELQR-1.0000     NotChecked  -19.0862    1548.7532   ✗       
294   SHLDEPN+0.984KQELQR      -1.0000     Failed      -19.0872    1593.7747   ✓       
